age,age_cats,married,gender,race,educ,par1_educ,par2_educ,partisan_7pt,curr_county,curr_dem_margin,curr_phi_80_96,curr_phi_00_16,curr_pop,curr_white_alone,curr_workers_outside_home,curr_bach_degree_higher,curr_median_income,curr_gini,curr_avg_commute,curr_city,hs_county,hs_dem_margin,hs_phi_80_96,hs_phi_00_16,hs_pop,hs_white_alone,hs_workers_outside_home,hs_bach_degree_higher,hs_median_income,hs_gini,hs_avg_commute,hs_city,tenure,county_7pt,city_7pt,city_income,vote_primary,vote_pres,vote_local,why_vote,vote_duty,vote_choice,protest,petition,campaign,money_pol,money_soc,contact_congress,contact_local,volunteer_org,volunteer_solo,volunteer_hrs,par_volunteer,par_pol,par_events,citizen_voting,citizen_volunteer,citizen_protest,fam_size,fam_partisan,fam_convo,school,school_sports,school_volunteer,school_political,club_volunteer,club_political,hs_voice,employ,work_hrs,work_convos,work_political,school_hrs,religion,social_trust,neighbor,interest,f2f_comfort,f2f_different,end_friend,best_interest,hate_speech,disruption,govt_trust,efficacy,govt_services,num_contacts,talk_pol,talk_pol_sim,pol_discuss,soc_media,sm_hrs,web_hrs,tv_hrs,sm_comfort,sm_different,post_similar,post_different,add_political,partisan_3pt
20,18-29,Single,Female,White,Some college,2-year,2-year,Moderate,"san diego, ca",19.9,18.06,9.54,,,,,,,,San Diego,"los angeles, ca",49.5,15.38,38.08,,,,,,,,Agoura Hills,20,Liberal,Liberal,Affluent,No,Yes,No,,Not at all,Moderately strongly,No,No,No,No,No,No,No,Yes,Yes,Five to ten,A few times a year,Not at all,Rarely,A little,A great deal,None at all,3,0,Not very often,Public school,Somewhat important,Somewhat important,Not too important,Often,Rarely,Not very often,Student,10,0,0,20,A few times a year,Most of the time,Very comfortable,Some of the time,Not too comfortable,Not too comfortable,No,A great deal,Don't know,Disagree,Most of the time,Disagree,Govt provides the right amount of services,5,2,1,Almost never,Yes,Four to six,More than six,One to three,Not too comfortable,Not too comfortable,Not very often,Rarely,Rarely,Moderate
22,18-29,Single,Female,White,Some college,2-year,2-year,Slightly Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"harris, tx",12.4,13.36,7.14,4356362,2749811,1977413,805396,54457,0.4985,28.19814323,Houston,19,Slightly Conservative,Slightly Conservative,Middle class,Yes,Yes,No,Mainly a duty,Moderately strongly,Not at all,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Five to ten,A few times a year,Not at all,Rarely,A great deal,A great deal,A little,5,2,Often,Public school,Not too important,Somewhat important,Not too important,Often,Rarely,Not very often,Student,,,,20,A few times a year,About half the time,Very comfortable,Always,Very comfortable,Very comfortable,Yes,A moderate amount,Yes,Disagree,About half the time,Disagree,Govt should provide more services,5,5,4,Occasionally,Yes,Four to six,More than six,One to three,Somewhat comfortable,Not too comfortable,Not very often,Rarely,Often,Liberal
21,18-29,Single,Female,Mixed,4-year,High school graduate,No HS,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"cabarrus, nc",-19.6,28.28,25.14,188375,141034,83240,33517,54720,0.426,26.99531475,Concord,12,Conservative,Conservative,Affluent,No,Yes,No,Mainly a duty,Moderately strongly,Moderately strongly,Yes,Yes,No,No,Yes,No,No,Yes,No,More than ten,Never,Not at all,Rarely,A moderate amount,A great deal,A moderate amount,1,1,Not very often,Public school,Very important,Somewhat important,Somewhat important,Rarely,Rarely,Rarely,Student,10,3,0,40,A few times a year,Some of the time,Not comfortable at all,Most of the time,Somewhat comfortable,Somewhat comfortable,Yes,None at all,No,Agree,Never,Disagree,Govt should provide many more services,5,5,5,Occasionally,Yes,Zero to two,Zero to two,More than three hours,Somewhat comfortable,Somewhat comfortable,Very often,Not very often,Rarely,Liberal
50,45-59,Divorced,Female,White,2-year,Some college,High school graduate,Moderate,"cabarrus, nc",-19.6,28.28,25.14,188375,141034,83240,33517,54720,0.426,26.99531475,Concord,"cabarrus, nc",-19.6,28.28,25.14,188375,141034,83240,33517,54720,0.426,26.99531475,Concord,34,Conservative,Conservative,Middle class,No,Yes,No,Mainly a choice,Not at all,Very strongly,No,No,No,No,No,Yes,No,No,No,Zero,Never,Not at all,Not very often,A little,A moderate amount,A moderate amount,2,0,Often,Public school,Very important,Not at all important,Not at all important,Rarely,Rarely,Rarely,Full-time,40,10,4,,Never,Most of the time,Very comfortable,About half the time,Somewhat comfortable,Somewhat comfortable,No,None at all,Don't know,Disagree,Never,Agree,Govt provides the right amount of services,5,5,4,Occasionally,No,Zero to two,Zero to two,More than three hours,Very comfortable,Very comfortable,Often,Rarely,Rarely,Moderate
20,18-29,Single,Male,White,Some college,4-year,4-year,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"mcdowell, nc",-49.8,15.9,34.52,44961,40707,16473,4301,35965,0.4311,23.50998604,Marion,16,Conservative,Conservative,Poor,No,Yes,No,Mainly a duty,Moderately strongly,A little strongly,Yes,No,No,No,No,No,No,Yes,No,More than ten,A few times a year,Not at all,Rarely,A moderate amount,A great deal,A great deal,3,0,Not very often,Public school,Very important,Somewhat important,Not too important,Often,Rarely,Rarely,Student,10,1,1,30,Never,About half the time,Not comfortable at all,About half the time,Somewhat comfortable,Somewhat comfortable,Yes,A moderate amount,Don't know,Agree,Some of the time,Disagree,Govt should provide more services,4,4,3,Most of the time,Yes,Two to four,More than six,One to three,Somewhat comfortable,Somewhat comfortable,Not very often,Not very often,Often,Liberal
70,60 and above,Married,Male,White,4-year,High school graduate,High school graduate,Liberal,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,"jefferson, ky",13.3,8.58,7.9,755809,551240,343150,162513,48695,0.4847,22.05201807,Louisville,13,Slightly Liberal,Liberal,Middle class,Yes,Yes,Yes,Mainly a duty,Moderately strongly,Very strongly,No,No,No,No,Yes,Yes,No,Yes,Yes,Five to ten,,,Not very often,A great deal,A moderate amount,A moderate amount,1,1,Very often,Private religious school,Very important,Not too important,Not too important,Not very often,Rarely,Not very often,Retired,0,,,,Every week,Most of the time,Very comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,No,Disagree,Some of the time,Disagree,Govt provides the right amount of services,3,3,2,Almost all the time,Yes,Zero to two,Zero to two,More than three hours,Somewhat comfortable,Somewhat comfortable,Rarely,Rarely,Rarely,Liberal
19,18-29,Single,Male,White,Some college,4-year,4-year,Conservative,"union, nc",-30.6,23.6,32.84,213422,172966,91583,44628,65903,0.4468,29.5669502,Waxhaw,"union, nc",-30.6,23.6,32.84,213422,172966,91583,44628,65903,0.4468,29.5669502,Charlotte,5,Conservative,Conservative,Middle class,Yes,Yes,Yes,Mainly a duty,Not at all,Very strongly,No,No,No,No,No,No,No,No,Yes,More than ten,A few times a year,Moderately involved,Rarely,A great deal,A great deal,A moderate amount,4,3,Often,Public school,Somewhat important,Somewhat important,Not too important,Not very often,Not very often,Not very often,Unemployed,,,,15,Never,About half the time,Somewhat comfortable,About half the time,Somewhat comfortable,Somewhat comfortable,No,A great deal,Yes,Strongly disagree,Some of the time,Disagree,Govt should provide fewer services,5,4,3,Occasionally,Yes,Zero to two,Zero to two,One to three,Very comfortable,Very comfortable,Not very often,Often,Not very often,Conservative
19,18-29,Single,Male,White,Some college,4-year,4-year,Extremely Conservative,"rockingham, nc",-29.8,10.14,21.36,92300,69696,35849,8997,38126,0.4336,26.50394711,Madison,"rockingham, nc",-29.8,10.14,21.36,92300,69696,35849,8997,38126,0.4336,26.50394711,Madison,19,Conservative,Conservative,Poor,Yes,Yes,No,Mainly a duty,A little strongly,Not at all,No,No,No,No,No,No,No,No,No,Zero,Never,Not at all,Rarely,A great deal,A little,None at all,1,1,Not very often,Public school,Somewhat important,Somewhat important,Not too important,Not very often,Rarely,Rarely,Student,,,,3,Once or twice a month,Some of the time,Somewhat comfortable,About half the time,Very comfortable,Somewhat comfortable,No,None at all,Yes,Disagree,Most of the time,Agree,Govt provides the right amount of services,4,1,1,Occasionally,Yes,Two to four,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Conservative
57,45-59,Married,Female,White,4-year,2-year,High school graduate,Slightly Liberal,"guilford, nc",19.9,9.96,11.56,506763,287617,220368,114006,45651,0.4831,21.31548138,Greensboro,"wayne, nc",-11.4,19.96,15.16,124355,71217,51313,14959,40390,0.4455,21.90994485,Goldsboro,29,Slightly Liberal,Slightly Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,A little strongly,No,No,No,No,No,No,No,Yes,No,Five to ten,Never,Not at all,Not very often,A great deal,A little,None at all,2,1,Often,Private non-religious (secular) school,Very important,Not at all important,Not at all important,Rarely,Rarely,Not very often,Retired,,,,,A few times a year,About half the time,Not comfortable at all,About half the time,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Disagree,Some of the time,Disagree,Govt provides the right amount of services,2,2,2,Occasionally,No,,,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
57,45-59,Married,Male,White,4-year,4-year,Some college,Moderate,"guilford, nc",19.9,9.96,11.56,506763,287617,220368,114006,45651,0.4831,21.31548138,Greensboro,"wayne, nc",-11.4,19.96,15.16,124355,71217,51313,14959,40390,0.4455,21.90994485,Goldsboro,29,Slightly Liberal,Slightly Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,Moderately strongly,No,No,No,Yes,Yes,No,No,Yes,No,One to Four,Never,Not at all,Rarely,A great deal,A moderate amount,A little,3,0,Often,Public school,Somewhat important,Somewhat important,Not too important,Rarely,Rarely,Rarely,Retired,,,,,A few times a year,Some of the time,Somewhat comfortable,Always,Very comfortable,Very comfortable,No,A moderate amount,Yes,Disagree,Some of the time,Disagree,Govt provides the right amount of services,5,5,3,Occasionally,No,Zero to two,Two to four,One to three,Not too comfortable,Somewhat comfortable,Rarely,Rarely,Rarely,Moderate
34,30-44,Single,Female,Black,Some college,Some college,High school graduate,Liberal,"wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,Raleigh,"wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,Raleigh,15,Slightly Liberal,Moderate,Affluent,Yes,Yes,No,Mainly a duty,Moderately strongly,Not at all,No,No,No,No,No,No,No,Yes,No,One to Four,Never,A little involved,Not very often,A moderate amount,A little,A little,3,3,Not very often,Public school,Somewhat important,Somewhat important,Not too important,Not very often,Not very often,Often,Full-time,40,5,1,,Almost every week,Some of the time,Not comfortable at all,About half the time,Very comfortable,Very comfortable,No,A little,No,Agree,Some of the time,Agree,Govt should provide more services,5,3,3,Occasionally,Yes,Zero to two,Zero to two,More than three hours,Very comfortable,Very comfortable,Often,Often,Not very often,Liberal
21,18-29,Single,Male,Black,Some college,High school graduate,High school graduate,Liberal,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,17,Moderate,Moderate,Affluent,Yes,Yes,No,Mainly a choice,Not at all,Moderately strongly,No,No,No,No,No,No,No,No,No,,A few times a year,A little involved,Not very often,A little,A little,A little,4,4,Not very often,Public school,Not too important,Somewhat important,Somewhat important,Not very often,Rarely,Often,Part-time,20,3,3,,Once or twice a month,Some of the time,Not comfortable at all,Some of the time,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Strongly agree,Some of the time,Disagree,Govt provides the right amount of services,3,3,2,Occasionally,Yes,Two to four,Zero to two,One to three,Very comfortable,Very comfortable,Often,Often,Often,Liberal
45,45-59,Married,Female,Black,High school graduate,Some college,High school graduate,Liberal,"franklin, nc",-11.5,10.62,6.74,62296,41972,24836,8205,42685,0.4228,30.23494121,Youngsville,"vance, nc",24.5,9.82,20.7,44829,19558,16493,3384,33316,0.4674,22.3988965,Henderson,18,Liberal,Slightly Liberal,Middle class,Yes,Yes,Yes,Mainly a duty,Moderately strongly,Not at all,No,No,No,No,No,No,No,Yes,Yes,More than ten,Never,Not at all,Not very often,A moderate amount,A moderate amount,A little,5,5,,Public school,Somewhat important,Very important,Somewhat important,Very often,Often,Often,Full-time,50,4,4,,Once or twice a month,Some of the time,Not comfortable at all,About half the time,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Strongly agree,Some of the time,Disagree,Govt provides the right amount of services,4,4,4,Occasionally,Yes,Zero to two,Two to four,One to three,Very comfortable,Very comfortable,Often,Often,Not very often,Liberal
45,45-59,Married,Male,Black,Some college,High school graduate,High school graduate,Slightly Liberal,"franklin, nc",-11.5,10.62,6.74,62296,41972,24836,8205,42685,0.4228,30.23494121,Youngsville,"franklin, nc",-11.5,10.62,6.74,62296,41972,24836,8205,42685,0.4228,30.23494121,Louisburg,20,Slightly Liberal,Moderate,Middle class,Yes,Yes,Yes,Mainly a duty,Very strongly,Not at all,No,No,No,No,No,No,Yes,Yes,Yes,More than ten,A few times a year,A little involved,Not very often,A moderate amount,A moderate amount,A moderate amount,6,6,,Public school,Very important,Somewhat important,Somewhat important,Very often,Not very often,Very often,Full-time,45,10,10,,Once or twice a month,Some of the time,Not comfortable at all,Most of the time,Very comfortable,Very comfortable,No,A little,Yes,Strongly agree,Some of the time,Strongly disagree,Govt provides the right amount of services,4,4,4,Most of the time,Yes,Zero to two,Zero to two,One to three,Very comfortable,Very comfortable,Often,Often,Not very often,Liberal
21,18-29,Single,Male,White,Some college,4-year,4-year,Slightly Liberal,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,21,Slightly Liberal,Slightly Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,A little strongly,A little strongly,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Five to ten,A few times a year,A little involved,Often,A great deal,A great deal,A great deal,7,3,Very often,Public school,Very important,Very important,Somewhat important,Very often,Rarely,Very often,Student,8,0,0,15,Every week,Always,Very comfortable,Most of the time,Somewhat comfortable,Very comfortable,No,A great deal,Yes,Strongly agree,Some of the time,Strongly disagree,Govt provides the right amount of services,5,5,5,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Somewhat comfortable,Somewhat comfortable,Often,Rarely,Rarely,Liberal
42,30-44,Married,Female,White,4-year,Post-grad,Post-grad,Liberal,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,"montgomery, pa",20.9,17.64,15.44,812970,656037,389366,266290,80675,0.4653,27.9456347,Bryn Athen,10,Moderate,Moderate,Middle class,Yes,Yes,No,Mainly a choice,Moderately strongly,Moderately strongly,No,Yes,No,No,No,No,No,Yes,No,One to Four,Almost every week,A little involved,Rarely,A moderate amount,A great deal,A little,3,3,Often,Private religious school,Very important,Very important,Not too important,Very often,Rarely,Not very often,Part-time,30,1,1,,Once or twice a month,About half the time,Very comfortable,About half the time,Very comfortable,Very comfortable,No,A great deal,Yes,Agree,About half the time,Disagree,Govt should provide more services,5,5,3,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Very comfortable,Rarely,Rarely,Rarely,Liberal
19,18-29,Single,Female,White,Some college,4-year,4-year,Extremely Liberal,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,10,Moderate,Moderate,Affluent,No,Yes,No,Mainly a duty,A little strongly,A little strongly,Yes,Yes,No,No,Yes,No,No,Yes,No,Five to ten,Never,Not at all,Rarely,A great deal,A great deal,A great deal,3,3,Often,Public school,Somewhat important,Somewhat important,Not too important,Very often,Not very often,Not very often,Student,16,4,1,21,A few times a year,Always,Very comfortable,Most of the time,Very comfortable,Very comfortable,No,A little,No,Agree,Some of the time,Strongly disagree,Govt should provide many more services,5,5,4,Occasionally,Yes,Two to four,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Not very often,Not very often,Not very often,Liberal
72,60 and above,Married,Female,White,Post-grad,Some college,High school graduate,Slightly Liberal,"union, nc",-30.6,23.6,32.84,213422,172966,91583,44628,65903,0.4468,29.5669502,Waxhaw,"cook, il",53.4,19.5,47.44,5236393,2976501,2310522,1265223,55251,0.5027,32.33745232,Glenview,10,Conservative,Conservative,Affluent,Yes,Yes,Yes,Mainly a choice,A little strongly,A little strongly,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,More than ten,Once or twice a month,Moderately involved,Rarely,A great deal,A great deal,A moderate amount,6,5,Often,Private religious school,Very important,Not too important,,,,,Retired,,,,,Almost every week,Most of the time,Very comfortable,Most of the time,Very comfortable,Somewhat comfortable,No,A great deal,Yes,Disagree,About half the time,Agree,Govt should provide more services,5,5,4,Occasionally,No,Zero to two,Zero to two,One to three,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Liberal
